"grid","q10","q15","q20","q25","q30","q35","q40","q45","q50","q55","q60","q65","q70","q75","q80","q85","q90"
8000,107.698719300974,121.531359105791,96.5918570708083,67.3907681678504,0.777299991524929,1.42817240307358,6.89252072369167e-08,0.00597615558308409,0.368553845656567,0.0579260647963888,2.24439254909393,7.96218727553194,12.0839794196705,11.3497178883418,5.88994227476088,7.7112136763623,5.15432027664482
8100,117.31620265331,122.215668416637,100.648468925975,71.2168773693758,1.99833276677787,1.66046325258991,8.7224489081067,0.119165185527257,0.153304053876834,0.172245859609457,1.77370722701187,6.14822448612825,11.3743108234727,9.8366303997694,7.94503173436314,5.65190776544128,5.46283474099365
8200,118.736786363671,131.789229096688,99.9444428113583,75.6521096256501,1.10948759544506,30.8139947947136,0.000793813780566155,0.0771913722360346,0.692329919709157,0.0715023917271243,1.49515267221749,7.08736558412726,7.01819265096689,10.8889623051007,7.85576209076086,9.15124640756449,4.74013632146676
8300,121.286380442264,132.14646982099,102.222476736522,75.2579482455297,2.33920938204099,0.605997812173254,0.0302926030553323,0.0524374916191307,1.18803585499841,2.73534570235176e-08,1.50572333721254,5.52542233576936,7.0497215114186,10.1408948167257,4.97532474991077,6.39186205767852,5.18496324092165
8400,117.198800078372,140.395719456158,111.346480452871,78.4840134332734,1.35966591311408,2.11841613003081,11.2940909116631,0.0344790571824051,2.08448487558359,0.164518021915877,0.652885525769806,4.95778907002613,6.74978728146813,9.3526080495804,10.3632269290569,5.33351891950549,4.82830043211619
8500,126.971147537861,145.623675668903,114.00362550152,8.48068114114272,2.91323729293916,2.27410145283643,12.670814403958,0.364158664207762,2.19774158643443,0.708895870095175,0.816340124181861,5.46504000641981,4.62314971491286,9.68373184000338,4.8209550328668,7.06375350191676,5.43560444737736
8600,129.927850022507,150.484883871752,112.698542564983,9.22290270721297,1.65793114420506,0.285721335329946,14.1491172422743,0.00230220987459085,1.60746212115152,0.324903769904359,0.77955181761964,4.86086615732446,5.82948302194192,5.58599629506514,7.00979527015902,5.69537680594476,4.16491353893995
8700,128.345084274891,162.211107208837,125.063922774335,4.33079940348127,63.575195242919,1.06581576822385,13.5279534640451,6.34930136377925,0.458655873793493,0.636400370608596,0.583068133159038,2.62101304983502,3.3565634237568,3.90767464757191,4.53758173165556,5.76965175896514,4.0183536563348
8800,132.691385098655,154.352455110869,117.398625669847,4.59563610686048,3.71683597781311,3.42625865018286,17.7570561035408,6.96637580998373,2.65792216695032,0.411678438589309,0.174006342224457,3.37179904302252,4.47619599736081,6.37935518761619,8.1763006516473,6.12419645831722,3.9866081242971
8900,136.82787662851,157.551254583914,120.458751725626,9.99033971548995,4.4230657337644,44.0204269569353,16.2659400315202,0.953211105518609,0.309227331771341,0.067948763131227,0.117847699999385,3.60683792053426,6.95364292827736,7.40123820941918,7.20280801920874,4.39254356940101,5.02617109940054
